iteration,rss,elapsed_time,benchmark,tool,trial_id
7,255068,670,xalan,galette,376
8,281588,695,xalan,galette,376
9,263968,692,xalan,galette,376
5,432076,499,jython,none,1605
6,401640,485,jython,none,1605
7,405008,446,jython,none,1605
8,427776,440,jython,none,1605
9,411676,420,jython,none,1605
5,260184,502,xalan,galette,124
6,242808,386,xalan,galette,124
7,297740,2487,xalan,galette,124
8,252656,589,xalan,galette,124
9,248980,445,xalan,galette,124
5,257200,338,tomcat,none,940
6,276632,376,tomcat,none,940
7,263476,351,tomcat,none,940
8,276336,341,tomcat,none,940
9,265908,303,tomcat,none,940
5,1206744,19956,tomcat,mirror-taint,1318
6,1472060,21585,tomcat,mirror-taint,1318
7,1353700,19441,tomcat,mirror-taint,1318
8,1203260,18594,tomcat,mirror-taint,1318
9,1133144,19439,tomcat,mirror-taint,1318
5,1094468,492,spring,phosphor,413
6,1095264,463,spring,phosphor,413
7,1098908,451,spring,phosphor,413
8,1102040,750,spring,phosphor,413
9,1103048,417,spring,phosphor,413
5,341044,116,h2,none,594
6,349740,123,h2,none,594
7,350612,136,h2,none,594
8,351348,125,h2,none,594
9,351928,100,h2,none,594
5,688208,50859,luindex,phosphor,1250
6,618888,37906,luindex,phosphor,1250
7,646040,11625,luindex,phosphor,1250
8,559812,11531,luindex,phosphor,1250
9,675616,11966,luindex,phosphor,1250
5,798612,690937,lusearch,mirror-taint,1230
6,791752,720458,lusearch,mirror-taint,1230
7,793072,663993,lusearch,mirror-taint,1230
8,809020,657275,lusearch,mirror-taint,1230
9,789952,656191,lusearch,mirror-taint,1230
5,235636,672,xalan,galette,964
6,242672,679,xalan,galette,964
7,263004,704,xalan,galette,964
8,263396,576,xalan,galette,964
9,280884,505,xalan,galette,964
5,122884,2531,avrora,none,252
6,105324,2477,avrora,none,252
7,181672,2250,avrora,none,252
8,148648,2046,avrora,none,252
9,150828,2272,avrora,none,252
5,282092,1440,jme,none,596
6,265880,1049,jme,none,596
7,256980,420,jme,none,596
8,308404,1171,jme,none,596
9,297984,714,jme,none,596
5,111788,140,zxing,none,1532
6,112360,176,zxing,none,1532
7,115328,144,zxing,none,1532
8,111116,136,zxing,none,1532
9,115812,122,zxing,none,1532
5,204528,240,batik,none,1009
6,215372,242,batik,none,1009
7,220784,246,batik,none,1009
8,230952,236,batik,none,1009
9,247488,198,batik,none,1009
5,1525104,3751,tradesoap,galette,879
6,1544172,3348,tradesoap,galette,879
7,1548032,3350,tradesoap,galette,879
8,1549224,3138,tradesoap,galette,879
9,1550716,3109,tradesoap,galette,879
5,447988,417,jython,none,1017
6,432580,391,jython,none,1017
7,444464,381,jython,none,1017
8,416948,406,jython,none,1017
9,438440,403,jython,none,1017
5,299340,438,fop,galette,1033
6,299952,407,fop,galette,1033
7,304604,341,fop,galette,1033
8,306200,368,fop,galette,1033
9,307160,285,fop,galette,1033
5,358444,5055,sunflow,phosphor,1254
6,359164,5103,sunflow,phosphor,1254
7,359976,5012,sunflow,phosphor,1254
8,369788,5067,sunflow,phosphor,1254
9,358936,5002,sunflow,phosphor,1254
5,388800,643,graphchi,none,1517
6,390128,555,graphchi,none,1517
7,408096,561,graphchi,none,1517
8,345696,589,graphchi,none,1517
9,397116,542,graphchi,none,1517
5,287816,425,fop,galette,781
6,289028,381,fop,galette,781
7,289524,441,fop,galette,781
8,290888,441,fop,galette,781
9,292276,374,fop,galette,781
5,1463988,1557,tradebeans,galette,1046
6,1464564,1296,tradebeans,galette,1046
7,1466080,2118,tradebeans,galette,1046
8,1466340,1248,tradebeans,galette,1046
9,1466684,1164,tradebeans,galette,1046
5,140720,104,fop,none,1432
6,141360,76,fop,none,1432
7,142120,91,fop,none,1432
8,142736,80,fop,none,1432
9,145060,65,fop,none,1432
5,2196040,787979,batik,mirror-taint,1471
6,2188024,788062,batik,mirror-taint,1471
7,2205240,786104,batik,mirror-taint,1471
8,2410028,785529,batik,mirror-taint,1471
9,2065152,785516,batik,mirror-taint,1471
5,548412,8465,graphchi,phosphor,992
6,548732,8605,graphchi,phosphor,992
7,549264,8730,graphchi,phosphor,992
8,549328,9719,graphchi,phosphor,992
9,544160,8806,graphchi,phosphor,992
5,682084,4119,jme,galette,113
6,768312,3307,jme,galette,113
7,737028,4092,jme,galette,113
8,752028,3459,jme,galette,113
9,784552,3303,jme,galette,113
5,3907796,1388521,zxing,mirror-taint,818
6,4611488,1388509,zxing,mirror-taint,818
7,3541944,1370601,zxing,mirror-taint,818
8,3861016,1359603,zxing,mirror-taint,818
9,4163088,1367230,zxing,mirror-taint,818
5,687444,4891,jme,galette,449
6,693248,4676,jme,galette,449
7,707576,4095,jme,galette,449
8,681544,4071,jme,galette,449
9,682992,3875,jme,galette,449
5,856384,323510,biojava,mirror-taint,884
6,916972,324450,biojava,mirror-taint,884
7,836752,324308,biojava,mirror-taint,884
8,948036,324090,biojava,mirror-taint,884
9,920320,324687,biojava,mirror-taint,884
5,130812,2317,avrora,none,84
6,135528,1824,avrora,none,84
7,101636,2290,avrora,none,84
8,165184,3301,avrora,none,84
9,105128,2256,avrora,none,84
5,851192,1548,h2,phosphor,1413
6,847812,1393,h2,phosphor,1413
7,849612,1317,h2,phosphor,1413
8,850432,1227,h2,phosphor,1413
9,851032,1211,h2,phosphor,1413
5,397812,1804,lusearch,phosphor,159
6,398596,1589,lusearch,phosphor,159
7,398368,1612,lusearch,phosphor,159
8,398188,1595,lusearch,phosphor,159
9,399332,1506,lusearch,phosphor,159
5,337896,7692,avrora,phosphor,819
6,338592,7472,avrora,phosphor,819
7,335824,7696,avrora,phosphor,819
8,335956,6509,avrora,phosphor,819
9,335984,7288,avrora,phosphor,819
5,1449968,1264,tradebeans,galette,1130
6,1438996,1239,tradebeans,galette,1130
7,1441908,1134,tradebeans,galette,1130
8,1443088,1084,tradebeans,galette,1130
9,1443636,977,tradebeans,galette,1130
5,2596228,3988,jython,galette,1206
6,2788148,4007,jython,galette,1206
7,3093576,3652,jython,galette,1206
8,3506268,3544,jython,galette,1206
9,3745760,3611,jython,galette,1206
5,131824,236,xalan,none,691
6,147720,293,xalan,none,691
7,131808,159,xalan,none,691
8,145852,400,xalan,none,691
9,138136,273,xalan,none,691
5,398044,531,graphchi,none,425
6,406796,508,graphchi,none,425
7,405188,453,graphchi,none,425
8,358744,577,graphchi,none,425
9,428880,545,graphchi,none,425
5,771804,10378,h2o,galette,196
6,697024,10348,h2o,galette,196
7,699344,10988,h2o,galette,196
8,778408,10836,h2o,galette,196
9,701824,10099,h2o,galette,196
5,170284,134,biojava,none,86
6,170080,149,biojava,none,86
7,172676,140,biojava,none,86
8,182128,139,biojava,none,86
9,174740,133,biojava,none,86
5,440016,499,fop,phosphor,571
6,444144,614,fop,phosphor,571
7,447400,844,fop,phosphor,571
8,451944,874,fop,phosphor,571
9,453516,599,fop,phosphor,571
5,834376,284,spring,galette,707
6,837064,268,spring,galette,707
7,839140,280,spring,galette,707
8,840300,257,spring,galette,707
9,841344,218,spring,galette,707
5,389188,6870,luindex,galette,1208
6,420120,6952,luindex,galette,1208
7,393032,6896,luindex,galette,1208
8,455120,6955,luindex,galette,1208
9,436992,6905,luindex,galette,1208
5,105380,167,zxing,none,1280
6,106072,169,zxing,none,1280
7,105900,182,zxing,none,1280
8,103324,140,zxing,none,1280
9,103904,144,zxing,none,1280
5,472452,2359,lusearch,galette,1545
6,515856,2540,lusearch,galette,1545
7,551276,2341,lusearch,galette,1545
8,625480,2255,lusearch,galette,1545
9,776164,2828,lusearch,galette,1545
5,2446100,3974489,jme,mirror-taint,386
6,2397400,3994088,jme,mirror-taint,386
7,2358920,3994424,jme,mirror-taint,386
8,2404204,3993412,jme,mirror-taint,386
9,2579444,3984609,jme,mirror-taint,386
5,257024,414,pmd,galette,706
6,254932,323,pmd,galette,706
7,257528,355,pmd,galette,706
8,261020,337,pmd,galette,706
9,258868,349,pmd,galette,706
5,170288,131,biojava,none,2
6,170316,180,biojava,none,2
7,171504,162,biojava,none,2
8,174564,151,biojava,none,2
9,169188,127,biojava,none,2
5,414988,88,spring,none,1358
6,416612,88,spring,none,1358
7,417068,102,spring,none,1358
8,417424,82,spring,none,1358
9,417920,84,spring,none,1358
5,171560,126,biojava,none,1514
6,172824,136,biojava,none,1514
7,173048,126,biojava,none,1514
8,175104,127,biojava,none,1514
9,170444,124,biojava,none,1514
5,568940,10328,luindex,phosphor,1082
6,582812,10358,luindex,phosphor,1082
7,577076,10228,luindex,phosphor,1082
8,530892,10302,luindex,phosphor,1082
9,538276,10437,luindex,phosphor,1082
5,776236,614553,lusearch,mirror-taint,894
6,842928,613851,lusearch,mirror-taint,894
7,731544,615037,lusearch,mirror-taint,894
8,804516,609084,lusearch,mirror-taint,894
9,753196,611691,lusearch,mirror-taint,894
5,135952,120,pmd,none,601
6,135788,98,pmd,none,601
7,135928,77,pmd,none,601
8,145160,86,pmd,none,601
9,144628,88,pmd,none,601
5,1560344,5904,tradesoap,galette,963
6,1573928,4885,tradesoap,galette,963
7,1617808,5147,tradesoap,galette,963
8,1620336,4769,tradesoap,galette,963
9,1621492,4903,tradesoap,galette,963
5,2189264,1595861,avrora,mirror-taint,1470
6,2642296,1691000,avrora,mirror-taint,1470
7,2172856,1586678,avrora,mirror-taint,1470
8,2815556,1565883,avrora,mirror-taint,1470
9,2375544,1382432,avrora,mirror-taint,1470
5,206096,4415,avrora,galette,189
6,206452,4500,avrora,galette,189
7,264440,4641,avrora,galette,189
8,205636,4272,avrora,galette,189
9,202876,4490,avrora,galette,189
5,814092,1430,h2,phosphor,1329
6,826640,1231,h2,phosphor,1329
7,828076,1153,h2,phosphor,1329
8,834604,1461,h2,phosphor,1329
9,831128,930,h2,phosphor,1329
5,519556,3100,batik,galette,1198
6,548788,3070,batik,galette,1198
7,569196,2954,batik,galette,1198
8,623372,2941,batik,galette,1198
9,601224,2935,batik,galette,1198
5,839832,316722,biojava,mirror-taint,44
6,888112,317678,biojava,mirror-taint,44
7,812528,317744,biojava,mirror-taint,44
8,889236,316748,biojava,mirror-taint,44
9,1026920,316537,biojava,mirror-taint,44
5,256888,5249,avrora,galette,777
6,193376,4437,avrora,galette,777
7,193244,5229,avrora,galette,777
8,190680,5277,avrora,galette,777
9,190748,5157,avrora,galette,777
5,1536848,7861481,sunflow,mirror-taint,1317
6,1434084,7841849,sunflow,mirror-taint,1317
7,1465428,7854619,sunflow,mirror-taint,1317
8,1386544,7890973,sunflow,mirror-taint,1317
9,1461000,7863339,sunflow,mirror-taint,1317
5,600440,6065,jme,phosphor,239
6,637608,6310,jme,phosphor,239
7,679096,6227,jme,phosphor,239
8,745860,5071,jme,phosphor,239
9,718168,4751,jme,phosphor,239
5,619884,4665,biojava,galette,191
6,601436,4538,biojava,galette,191
7,604452,4478,biojava,galette,191
8,600240,4437,biojava,galette,191
9,609192,4479,biojava,galette,191
5,4550516,1374138,zxing,mirror-taint,902
6,3969132,1359168,zxing,mirror-taint,902
7,4482688,1348195,zxing,mirror-taint,902
8,4460440,1457906,zxing,mirror-taint,902
9,4248160,1366071,zxing,mirror-taint,902
5,709168,2169,tomcat,galette,877
6,731524,1959,tomcat,galette,877
7,718656,1893,tomcat,galette,877
8,720428,1802,tomcat,galette,877
9,723364,1677,tomcat,galette,877
5,737448,125312,h2,mirror-taint,1140
6,730180,110895,h2,mirror-taint,1140
7,730608,110234,h2,mirror-taint,1140
8,738700,119435,h2,mirror-taint,1140
9,828656,109563,h2,mirror-taint,1140
5,2185824,1633783,avrora,mirror-taint,1554
6,2188016,1642038,avrora,mirror-taint,1554
7,2497628,1665015,avrora,mirror-taint,1554
8,2178896,1645331,avrora,mirror-taint,1554
9,2176860,1643756,avrora,mirror-taint,1554
5,354632,4980,sunflow,phosphor,750
6,355276,4995,sunflow,phosphor,750
7,349612,5031,sunflow,phosphor,750
8,353184,4965,sunflow,phosphor,750
9,339720,5025,sunflow,phosphor,750
5,1554608,6211,tradesoap,galette,543
6,1584980,5011,tradesoap,galette,543
7,1583248,4595,tradesoap,galette,543
8,1586156,4518,tradesoap,galette,543
9,1587948,4385,tradesoap,galette,543
5,270412,644,zxing,galette,461
6,272988,651,zxing,galette,461
7,278124,681,zxing,galette,461
8,280496,704,zxing,galette,461
9,280372,627,zxing,galette,461
5,878492,322858,biojava,mirror-taint,632
6,1089500,323434,biojava,mirror-taint,632
7,967276,323258,biojava,mirror-taint,632
8,977240,322374,biojava,mirror-taint,632
9,923112,323041,biojava,mirror-taint,632
5,269972,751,zxing,galette,965
6,274100,737,zxing,galette,965
7,245320,787,zxing,galette,965
8,281584,678,zxing,galette,965
9,272216,674,zxing,galette,965
5,602500,4855,biojava,galette,947
6,610056,4944,biojava,galette,947
7,611264,4700,biojava,galette,947
8,632140,4954,biojava,galette,947
9,619696,4870,biojava,galette,947
5,545424,4538,jme,phosphor,659
6,572232,5061,jme,phosphor,659
7,572436,3872,jme,phosphor,659
8,575332,5171,jme,phosphor,659
9,586996,4233,jme,phosphor,659
5,213176,779,xalan,galette,1468
6,233264,717,xalan,galette,1468
7,255388,768,xalan,galette,1468
8,258684,779,xalan,galette,1468
9,262856,739,xalan,galette,1468
5,268944,4978,avrora,galette,1281
6,207828,4972,avrora,galette,1281
7,205072,4712,avrora,galette,1281
8,205096,4469,avrora,galette,1281
9,205312,4494,avrora,galette,1281
5,271456,1046,jme,none,512
6,287584,1080,jme,none,512
7,279268,1072,jme,none,512
8,266516,802,jme,none,512
9,307196,623,jme,none,512
5,230560,608,luindex,none,515
6,226720,677,luindex,none,515
7,230900,607,luindex,none,515
8,230264,629,luindex,none,515
9,231000,649,luindex,none,515
5,101440,231,zxing,none,272
6,101548,169,zxing,none,272
7,99216,173,zxing,none,272
8,103596,162,zxing,none,272
9,103076,195,zxing,none,272
5,343040,747,xalan,phosphor,838
6,343288,573,xalan,phosphor,838
7,343656,544,xalan,phosphor,838
8,344040,524,xalan,phosphor,838
9,344240,477,xalan,phosphor,838
5,574772,219,tradebeans,none,1361
6,575112,187,tradebeans,none,1361
7,575356,178,tradebeans,none,1361
8,575720,159,tradebeans,none,1361
9,580100,170,tradebeans,none,1361
5,840644,411509,biojava,mirror-taint,464
6,866348,426089,biojava,mirror-taint,464
7,843772,428151,biojava,mirror-taint,464
8,827864,424622,biojava,mirror-taint,464
9,882552,412909,biojava,mirror-taint,464
5,197844,230,lusearch,none,936
6,199196,212,lusearch,none,936
7,198132,270,lusearch,none,936
8,194268,185,lusearch,none,936
9,200664,169,lusearch,none,936
5,853852,2398,eclipse,galette,948
6,813488,2315,eclipse,galette,948
7,478956,1260,eclipse,galette,948
8,480256,1329,eclipse,galette,948
9,524768,1687,eclipse,galette,948
5,4780460,1306927,zxing,mirror-taint,566
6,4291676,1407285,zxing,mirror-taint,566
7,4488316,1390669,zxing,mirror-taint,566
8,4816644,1300276,zxing,mirror-taint,566
9,4402056,1302580,zxing,mirror-taint,566
5,240476,6171,luindex,none,851
6,230776,1125,luindex,none,851
7,211736,945,luindex,none,851
8,213792,1104,luindex,none,851
9,213788,1111,luindex,none,851
5,142152,118,fop,none,340
6,143028,119,fop,none,340
7,143860,132,fop,none,340
8,144432,111,fop,none,340
9,141588,208,fop,none,340
5,219540,178,lusearch,none,348
6,228936,177,lusearch,none,348
7,224552,187,lusearch,none,348
8,226480,153,lusearch,none,348
9,221052,152,lusearch,none,348
5,259644,604,tomcat,none,268
6,243916,396,tomcat,none,268
7,262108,414,tomcat,none,268
8,253276,422,tomcat,none,268
9,276916,403,tomcat,none,268
5,301144,509,fop,galette,949
6,301528,444,fop,galette,949
7,302320,383,fop,galette,949
8,303624,386,fop,galette,949
9,313492,448,fop,galette,949
5,660484,1573,tomcat,galette,1465
6,650504,1509,tomcat,galette,1465
7,649416,1409,tomcat,galette,1465
8,651760,1407,tomcat,galette,1465
9,653480,1349,tomcat,galette,1465
5,306124,417,tomcat,none,1276
6,267316,465,tomcat,none,1276
7,280156,390,tomcat,none,1276
8,268096,828,tomcat,none,1276
9,282420,390,tomcat,none,1276
5,266996,452,pmd,galette,1462
6,276344,435,pmd,galette,1462
7,277772,454,pmd,galette,1462
8,277476,517,pmd,galette,1462
9,278432,455,pmd,galette,1462
5,203880,254,batik,none,841
6,212724,309,batik,none,841
7,217440,467,batik,none,841
8,221808,283,batik,none,841
9,227468,291,batik,none,841
5,399616,2102,biojava,phosphor,1577
6,375648,2060,biojava,phosphor,1577
7,384136,2047,biojava,phosphor,1577
8,386680,2057,biojava,phosphor,1577
9,404288,2061,biojava,phosphor,1577
5,420212,354,jython,none,765
6,402128,331,jython,none,765
7,418940,363,jython,none,765
8,405668,336,jython,none,765
9,401724,328,jython,none,765
5,256520,360,pmd,galette,1378
6,256620,363,pmd,galette,1378
7,256724,346,pmd,galette,1378
8,256548,332,pmd,galette,1378
9,265668,304,pmd,galette,1378
5,1454068,1278,tradebeans,galette,290
6,1454680,1283,tradebeans,galette,290
7,1454684,1120,tradebeans,galette,290
8,1455196,1087,tradebeans,galette,290
9,1455728,1005,tradebeans,galette,290
5,428208,2463,lusearch,phosphor,1419
6,430564,2032,lusearch,phosphor,1419
7,429828,2256,lusearch,phosphor,1419
8,431312,2067,lusearch,phosphor,1419
9,432148,2119,lusearch,phosphor,1419
5,168232,127,biojava,none,1178
6,167276,128,biojava,none,1178
7,168052,131,biojava,none,1178
8,175408,129,biojava,none,1178
9,175108,137,biojava,none,1178
5,342900,4002,sunflow,galette,1128
6,379852,4064,sunflow,galette,1128
7,391076,4083,sunflow,galette,1128
8,424248,4131,sunflow,galette,1128
9,356580,4022,sunflow,galette,1128
5,701664,12527,h2o,galette,1372
6,730588,11987,h2o,galette,1372
7,756400,12087,h2o,galette,1372
8,819032,12232,h2o,galette,1372
9,721992,12908,h2o,galette,1372
5,612876,826,h2,galette,867
6,617492,757,h2,galette,867
7,619388,693,h2,galette,867
8,642912,727,h2,galette,867
9,691280,779,h2,galette,867
5,347292,501,xalan,phosphor,670
6,347480,600,xalan,phosphor,670
7,348064,477,xalan,phosphor,670
8,350040,488,xalan,phosphor,670
9,350392,469,xalan,phosphor,670
5,718732,559,tradesoap,none,1530
6,720672,433,tradesoap,none,1530
7,722012,586,tradesoap,none,1530
8,722756,358,tradesoap,none,1530
9,722876,384,tradesoap,none,1530
5,1074956,615,spring,phosphor,1085
6,1076332,569,spring,phosphor,1085
7,1077168,603,spring,phosphor,1085
8,1077668,587,spring,phosphor,1085
9,1075208,460,spring,phosphor,1085
5,321972,1771,eclipse,none,1599
6,322668,5344,eclipse,none,1599
7,313388,16805,eclipse,none,1599
8,314688,12925,eclipse,none,1599
9,314824,18928,eclipse,none,1599
5,424704,6379,luindex,galette,452
6,425124,6431,luindex,galette,452
7,425516,6098,luindex,galette,452
8,459700,6031,luindex,galette,452
9,433192,6617,luindex,galette,452
5,2512272,785438,batik,mirror-taint,1051
6,2882308,783097,batik,mirror-taint,1051
7,2464128,783296,batik,mirror-taint,1051
8,2112916,784166,batik,mirror-taint,1051
9,2174704,784438,batik,mirror-taint,1051
5,2305332,3892353,jme,mirror-taint,806
6,2440428,3892106,jme,mirror-taint,806
7,2312556,3897515,jme,mirror-taint,806
8,2307428,3913376,jme,mirror-taint,806
9,2452928,3897973,jme,mirror-taint,806
5,845484,703604,lusearch,mirror-taint,810
6,781692,685753,lusearch,mirror-taint,810
7,800380,744852,lusearch,mirror-taint,810
8,822244,677226,lusearch,mirror-taint,810
9,795516,661808,lusearch,mirror-taint,810
5,545204,3416,batik,galette,1618
6,583984,3173,batik,galette,1618
7,584960,3175,batik,galette,1618
8,609912,3195,batik,galette,1618
9,610960,3087,batik,galette,1618
5,461748,997,fop,phosphor,1075
6,468880,918,fop,phosphor,1075
7,468724,909,fop,phosphor,1075
8,472876,787,fop,phosphor,1075
9,475348,850,fop,phosphor,1075
5,2154436,1728429,avrora,mirror-taint,1218
6,2159444,1745738,avrora,mirror-taint,1218
7,2147832,1769405,avrora,mirror-taint,1218
8,2241332,1618184,avrora,mirror-taint,1218
9,2806600,1700078,avrora,mirror-taint,1218
5,291760,574,fop,galette,697
6,294252,1075,fop,galette,697
7,296572,740,fop,galette,697
8,302216,695,fop,galette,697
9,302788,718,fop,galette,697
5,210896,240,lusearch,none,180
6,211856,222,lusearch,none,180
7,218100,178,lusearch,none,180
8,222472,201,lusearch,none,180
9,218400,185,lusearch,none,180
5,166392,176,biojava,none,422
6,170492,149,biojava,none,422
7,180736,153,biojava,none,422
8,190592,162,biojava,none,422
9,189968,148,biojava,none,422
5,2823752,785093,batik,mirror-taint,295
6,2507988,784815,batik,mirror-taint,295
7,2292228,784651,batik,mirror-taint,295
8,2588432,784645,batik,mirror-taint,295
9,2393632,784771,batik,mirror-taint,295
5,786488,2525,eclipse,galette,276
6,775524,1841,eclipse,galette,276
7,529256,1472,eclipse,galette,276
